record_type,schema_version,status_seq,timestamp_ticks,status_domain,component,status_key,status_value,severity,flags
STS,1,261,904287984,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,262,920276704,rp2040_timer0,system,uptime_seconds,57,INFO,0
STS,1,263,920280224,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,264,920283472,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,265,920287408,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,266,936276640,rp2040_timer0,system,uptime_seconds,58,INFO,0
STS,1,267,936280512,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,268,936284176,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,269,936288128,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,270,952276912,rp2040_timer0,system,uptime_seconds,59,INFO,0
STS,1,271,952280512,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,272,952283792,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,273,952287888,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,274,968276912,rp2040_timer0,system,uptime_seconds,60,INFO,0
STS,1,275,968280528,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,276,968284016,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,277,968287920,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,278,984276624,rp2040_timer0,system,uptime_seconds,61,INFO,0
STS,1,279,984280352,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,280,984283728,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,281,984287248,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,282,1000276912,rp2040_timer0,system,uptime_seconds,62,INFO,0
STS,1,283,1000280656,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,284,1000284432,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,285,1000288432,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,286,1016276640,rp2040_timer0,system,uptime_seconds,63,INFO,0
STS,1,287,1016280464,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,288,1016283952,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,289,1016287744,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,290,1032276976,rp2040_timer0,system,uptime_seconds,64,INFO,0
STS,1,291,1032280544,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,292,1032284080,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,293,1032288224,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,294,1048276928,rp2040_timer0,system,uptime_seconds,65,INFO,0
STS,1,295,1048280704,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,296,1048284224,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,297,1048288208,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,298,1064276592,rp2040_timer0,system,uptime_seconds,66,INFO,0
STS,1,299,1064280608,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,300,1064283936,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,301,1064287872,rp2040_timer0,capture,error_flags,0,INFO,0
